GN_ID,Name,Identifier,Description,Latitude,Longitude,Type,State,FIPS,County,Region,Topo
4183210,Black Creek Church,,,32.16159,-81.48872,CH,GA,29,Bryan,Georgia Coast
4183214,Black Creek School,,,32.1652,-81.49011,SCH,GA,29,Bryan,Georgia Coast
4183215,Black Creek School (historical),,,32.15937,-81.50317,SCH,GA,29,Bryan,Georgia Coast
4183427,Blitch Cemetery,,,32.19798,-81.44039,CMTY,GA,29,Bryan,Georgia Coast
4183429,Blitchon Church,,,32.19381,-81.42956,CH,GA,29,Bryan,Georgia Coast
4183430,Blitchton,,,32.19715,-81.43789,PPL,GA,29,Bryan,Georgia Coast
4183724,Boggy Head Bay,,,32.02854,-81.55456,SWMP,GA,29,Bryan,Georgia Coast
4183725,Boggy Pond,,,32.10159,-81.61067,LK,GA,29,Bryan,Georgia Coast
4183726,Boggy Pond,,,32.12287,-81.5659,SWMP,GA,29,Bryan,Georgia Coast
4183807,Bonnet Bay,,,32.04937,-81.59011,SWMP,GA,29,Bryan,Georgia Coast
4183992,Boyds Temple,,,32.15659,-81.499,CH,GA,29,Bryan,Georgia Coast
4184090,Bragg Cemetery,,,31.97771,-81.37983,CMTY,GA,29,Bryan,Georgia Coast
4184374,Brier Bay,,,32.04826,-81.54789,SWMP,GA,29,Bryan,Georgia Coast
4184386,Briggs Cemetery,,,31.97521,-81.39206,CMTY,GA,29,Bryan,Georgia Coast
4184420,Brisbon,,,31.91715,-81.30622,PPL,GA,29,Bryan,Georgia Coast
4184895,Bryan Bay,,,32.15353,-81.704,SWMP,GA,29,Bryan,Georgia Coast
4184897,Brushy Island,,,32.11437,-81.66428,ISL,GA,29,Bryan,Georgia Coast
4184899,Bryan County,,,32.01322,-81.44247,ADM2,GA,29,Bryan,Georgia Coast
4184900,Bryan County Church,,,32.19159,-81.51706,CH,GA,29,Bryan,Georgia Coast
4184901,Bryan County High School,,,32.14936,-81.60939,SCH,GA,29,Bryan,Georgia Coast
4184902,Bryan County Middle School,,,32.14935,-81.60828,SCH,GA,29,Bryan,Georgia Coast
4184914,Bryan Neck (historical),,,31.92521,-81.30539,PPLQ,GA,29,Bryan,Georgia Coast
4184915,Bryan Neck Cemetery,,,31.87105,-81.26038,CMTY,GA,29,Bryan,Georgia Coast
4184916,Bryan Neck Church,,,31.87105,-81.25927,CH,GA,29,Bryan,Georgia Coast
